type,timestamp,request_processing_time,target_processing_time,response_processing_time,elb_status_code,target_status_code,received_bytes,sent_bytes,http_method,request_creation_time,actions_executed,rows_param,status_class,q_param,request_type,instance_id,target_ip,minute_bucket,top_inst
https,2026-01-01T00:00:47.950016Z,0.000012,0.194257,0.000008,200,200,315,27554,GET,2026-01-01T00:00:47.755759Z,forward,50,2xx,term3,search,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:47.855456Z,0.000012,0.022260,0.000008,200,200,670,54768,GET,2026-01-01T00:00:47.833196Z,forward,50,2xx,term25,browse,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:47.854900Z,0.000012,0.008067,0.000008,200,200,708,20505,GET,2026-01-01T00:00:47.846833Z,forward,24,2xx,term13,browse,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:48.286063Z,0.000012,0.010530,0.000008,200,200,659,29038,GET,2026-01-01T00:00:48.275533Z,forward,10,2xx,term22,search,tenant-gamma,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:50.226374Z,0.000012,0.008218,0.000008,200,200,524,48700,GET,2026-01-01T00:00:50.218156Z,forward,50,2xx,term2,browse,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:50.418049Z,0.000012,0.012324,0.000008,200,200,340,38198,GET,2026-01-01T00:00:50.405725Z,forward,24,2xx,term21,search,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:50.979257Z,0.000012,0.207683,0.000008,200,200,745,45917,GET,2026-01-01T00:00:50.771574Z,forward,50,2xx,term19,browse,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:53.121811Z,0.000012,2.326509,0.000008,200,200,899,41805,GET,2026-01-01T00:00:50.795302Z,forward,50,2xx,term2,search,tenant-beta,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:51.019764Z,0.000012,0.200888,0.000008,200,200,703,50992,GET,2026-01-01T00:00:50.818876Z,forward,50,2xx,term27,search,tenant-beta,192.0.2.11,2026-01-01T00:00:00,False
https,2026-01-01T00:00:50.986138Z,0.000012,0.017393,0.000008,200,200,648,47326,GET,2026-01-01T00:00:50.968745Z,forward,50,2xx,term24,browse,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:51.070878Z,0.000012,0.090967,0.000008,200,200,430,34080,GET,2026-01-01T00:00:50.979911Z,forward,10,2xx,term2,browse,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:51.146266Z,0.000012,0.008245,0.000008,200,200,360,13013,GET,2026-01-01T00:00:51.138021Z,forward,24,2xx,term12,search,tenant-gamma,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:51.187271Z,0.000012,0.004269,0.000008,200,200,794,17589,GET,2026-01-01T00:00:51.183002Z,forward,50,2xx,term8,search,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:51.431999Z,0.000012,0.013774,0.000008,200,200,436,59978,GET,2026-01-01T00:00:51.418225Z,forward,50,2xx,term5,search,tenant-alpha,192.0.2.11,2026-01-01T00:00:00,True
https,2026-01-01T00:00:51.620902Z,0.000012,0.004149,0.000008,200,200,458,41235,GET,2026-01-01T00:00:51.616753Z,forward,24,2xx,term27,browse,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:51.649931Z,0.000012,0.008863,0.000008,200,200,361,20407,GET,2026-01-01T00:00:51.641068Z,forward,24,2xx,term7,search,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:51.722459Z,0.000012,0.007492,0.000008,200,200,596,13016,GET,2026-01-01T00:00:51.714967Z,forward,50,2xx,term3,search,tenant-gamma,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:51.851060Z,0.000012,0.009678,0.000008,200,200,877,19329,GET,2026-01-01T00:00:51.841382Z,forward,10,2xx,term21,search,tenant-gamma,192.0.2.11,2026-01-01T00:00:00,False
https,2026-01-01T00:00:52.046402Z,0.000012,0.071000,0.000008,200,200,393,44238,GET,2026-01-01T00:00:51.975402Z,forward,24,2xx,term21,browse,tenant-beta,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:52.045798Z,0.000012,0.013926,0.000008,200,200,490,43818,GET,2026-01-01T00:00:52.031872Z,forward,50,2xx,term28,search,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:52.346110Z,0.000012,0.007171,0.000008,200,200,664,22981,GET,2026-01-01T00:00:52.338939Z,forward,10,2xx,term12,search,tenant-gamma,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:52.849323Z,0.000012,0.005955,0.000008,200,200,733,34737,GET,2026-01-01T00:00:52.843368Z,forward,50,2xx,term6,search,tenant-gamma,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:53.029068Z,0.000012,0.011668,0.000008,200,200,753,43730,GET,2026-01-01T00:00:53.017400Z,forward,24,2xx,term3,search,tenant-alpha,192.0.2.11,2026-01-01T00:00:00,True
https,2026-01-01T00:00:53.157092Z,0.000012,0.009136,0.000008,200,200,823,29881,GET,2026-01-01T00:00:53.147956Z,forward,10,2xx,term10,search,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:53.172374Z,0.000012,0.013041,0.000008,200,200,687,21381,GET,2026-01-01T00:00:53.159333Z,forward,10,2xx,term15,browse,tenant-beta,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:53.210810Z,0.000012,0.007991,0.000008,200,200,847,43007,GET,2026-01-01T00:00:53.202819Z,forward,10,2xx,term13,search,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:53.472239Z,0.000012,0.012840,0.000008,200,200,731,26159,GET,2026-01-01T00:00:53.459399Z,forward,24,2xx,term22,search,tenant-alpha,192.0.2.11,2026-01-01T00:00:00,True
https,2026-01-01T00:00:54.492457Z,0.000012,0.632172,0.000008,200,200,527,46478,GET,2026-01-01T00:00:53.860285Z,forward,50,2xx,term15,search,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:54.087326Z,0.000012,0.010996,0.000008,200,200,842,17744,GET,2026-01-01T00:00:54.076330Z,forward,50,2xx,term15,browse,tenant-alpha,192.0.2.11,2026-01-01T00:00:00,True
https,2026-01-01T00:00:54.118675Z,0.000012,0.018080,0.000008,200,200,414,16500,GET,2026-01-01T00:00:54.100595Z,forward,24,2xx,term21,search,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:54.261766Z,0.000012,0.009836,0.000008,200,200,531,37469,GET,2026-01-01T00:00:54.251930Z,forward,50,2xx,term23,search,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:54.427384Z,0.000012,0.031480,0.000008,200,200,375,54450,GET,2026-01-01T00:00:54.395904Z,forward,24,2xx,term5,search,tenant-beta,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:55.424372Z,0.000012,0.093830,0.000008,200,200,496,38898,GET,2026-01-01T00:00:55.330542Z,forward,24,2xx,term25,search,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:55.523311Z,0.000012,0.099291,0.000008,200,200,342,2994,GET,2026-01-01T00:00:55.424020Z,forward,50,2xx,term20,search,tenant-beta,192.0.2.11,2026-01-01T00:00:00,False
https,2026-01-01T00:00:55.529569Z,0.000012,0.034234,0.000008,200,200,506,38894,GET,2026-01-01T00:00:55.495335Z,forward,10,2xx,term30,browse,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:55.593567Z,0.000012,0.006781,0.000008,200,200,825,50316,GET,2026-01-01T00:00:55.586786Z,forward,50,2xx,term12,search,tenant-gamma,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:55.934574Z,0.000012,0.008631,0.000008,200,200,415,4237,GET,2026-01-01T00:00:55.925943Z,forward,50,2xx,term8,browse,tenant-alpha,192.0.2.11,2026-01-01T00:00:00,True
https,2026-01-01T00:00:55.986273Z,0.000012,0.017407,0.000008,200,200,416,53850,GET,2026-01-01T00:00:55.968866Z,forward,10,2xx,term16,search,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:56.301986Z,0.000012,0.010538,0.000008,200,200,689,56801,GET,2026-01-01T00:00:56.291448Z,forward,10,2xx,term19,browse,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:57.526736Z,0.000012,0.054728,0.000008,200,200,325,24437,GET,2026-01-01T00:00:57.472008Z,forward,10,2xx,term16,browse,tenant-beta,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:57.806598Z,0.000012,0.012248,0.000008,200,200,787,12373,GET,2026-01-01T00:00:57.794350Z,forward,50,2xx,term28,browse,tenant-alpha,192.0.2.11,2026-01-01T00:00:00,True
https,2026-01-01T00:00:57.853292Z,0.000012,0.006874,0.000008,200,200,618,10580,GET,2026-01-01T00:00:57.846418Z,forward,50,2xx,term20,search,tenant-gamma,192.0.2.10,2026-01-01T00:00:00,False
https,2026-01-01T00:00:57.893108Z,0.000012,0.009490,0.000008,200,200,697,25178,GET,2026-01-01T00:00:57.883618Z,forward,24,2xx,term1,browse,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:58.027969Z,0.000012,0.012239,0.000008,200,200,447,19869,GET,2026-01-01T00:00:58.015730Z,forward,24,2xx,term9,search,tenant-alpha,192.0.2.12,2026-01-01T00:00:00,True
https,2026-01-01T00:00:58.977281Z,0.000012,0.011291,0.000008,200,200,442,47784,GET,2026-01-01T00:00:58.965990Z,forward,10,2xx,term30,search,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:59.442495Z,0.000012,0.178797,0.000008,200,200,588,53972,GET,2026-01-01T00:00:59.263698Z,forward,10,2xx,term28,search,tenant-beta,192.0.2.12,2026-01-01T00:00:00,False
https,2026-01-01T00:00:59.283592Z,0.000012,0.004943,0.000008,200,200,551,24965,GET,2026-01-01T00:00:59.278649Z,forward,50,2xx,term23,search,tenant-gamma,192.0.2.11,2026-01-01T00:00:00,False
https,2026-01-01T00:00:59.300921Z,0.000012,0.009801,0.000008,200,200,549,55032,GET,2026-01-01T00:00:59.291120Z,forward,10,2xx,term12,search,tenant-alpha,192.0.2.10,2026-01-01T00:00:00,True
https,2026-01-01T00:00:59.344472Z,0.000012,0.007378,0.000008,200,200,609,13070,GET,2026-01-01T00:00:59.337094Z,forward,50,2xx,term3,search,tenant-gamma,192.0.2.11,2026-01-01T00:00:00,False
